chapter,number,authors,year,title,venue,pages,doi,url,accessed,confidence,raw
9,9,"Elshafei, M., Al-Muhtaseb, H., & Al-Ghamdi, M",2002,Techniques for high quality Arabic speech synthesis,"Information Sciences, 140(3-4)",255-267,10.1016/S0020-0255(01)00175-X,https://doi.org/10.1016/S0020-0255(01)00175-X,,high,"Elshafei, M., Al-Muhtaseb, H., & Al-Ghamdi, M. (2002). Techniques for high quality Arabic speech synthesis. Information Sciences, 140(3-4), 255-267. https://doi.org/10.1016/S0020-0255(01)00175-X"
9,10,"Chemnad, K., & Othman, A",2023,Advancements in Arabic text-to-speech systems: A 22-year literature review,"IEEE Access, 11",30929-30954,10.1109/ACCESS.2023.3260844,https://doi.org/10.1109/ACCESS.2023.3260844,,high,"Chemnad, K., & Othman, A. (2023). Advancements in Arabic text-to-speech systems: A 22-year literature review. IEEE Access, 11, 30929-30954. https://doi.org/10.1109/ACCESS.2023.3260844"
9,11,"Shen, J., Pang, R., Weiss, R. J., Schuster, M., Jaitly, N., Yang, Z., Chen, Z., Zhang, Y., Wang, Y., Skerry-Ryan, R. J., Saurous, R. A., Agiomyrgiannakis, Y., & Wu, Y",2018,Natural TTS synthesis by conditioning WaveNet on mel spectrogram predictions,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",4779-4783,10.1109/ICASSP.2018.8461368,https://doi.org/10.1109/ICASSP.2018.8461368,,high,"Shen, J., Pang, R., Weiss, R. J., Schuster, M., Jaitly, N., Yang, Z., Chen, Z., Zhang, Y., Wang, Y., Skerry-Ryan, R. J., Saurous, R. A., Agiomyrgiannakis, Y., & Wu, Y. (2018). Natural TTS synthesis by conditioning WaveNet on mel spectrogram predictions. IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), 4779-4783. https://doi.org/10.1109/ICASSP.2018.8461368"
9,12,"Ren, Y., Hu, C., Tan, X., Qin, T., Zhao, S., Zhao, Z., & Liu, T.-Y",2021,FastSpeech 2: Fast and high-quality end-to-end text to speech,International Conference on Learning Representations (ICLR). arXiv preprint arXiv:2006.04558,,,https://arxiv.org/abs/2006.04558,,high,"Ren, Y., Hu, C., Tan, X., Qin, T., Zhao, S., Zhao, Z., & Liu, T.-Y. (2021). FastSpeech 2: Fast and high-quality end-to-end text to speech. International Conference on Learning Representations (ICLR). arXiv preprint arXiv:2006.04558. https://arxiv.org/abs/2006.04558"
9,13,"van den Oord, A., Dieleman, S., Zen, H., Simonyan, K., Vinyals, O., Graves, A., Kalchbrenner, N., Senior, A., & Kavukcuoglu, K",2016,WaveNet: A generative model for raw audio,"9th ISCA Workshop on Speech Synthesis (SSW), 125",,,https://www.isca-archive.org/ssw_2016/vandenoord16_ssw.html,4 August 2026,high,"van den Oord, A., Dieleman, S., Zen, H., Simonyan, K., Vinyals, O., Graves, A., Kalchbrenner, N., Senior, A., & Kavukcuoglu, K. (2016). WaveNet: A generative model for raw audio. 9th ISCA Workshop on Speech Synthesis (SSW), 125. https://www.isca-archive.org/ssw_2016/vandenoord16_ssw.html Accessed 4 August 2026."
9,14,"Kong, J., Kim, J., & Bae, J",2020,HiFi-GAN: Generative adversarial networks for efficient and high fidelity speech synthesis,Advances in Neural Information Processing Systems 33 (NeurIPS). arXiv preprint arXiv:2010.05646,,,https://arxiv.org/abs/2010.05646,,high,"Kong, J., Kim, J., & Bae, J. (2020). HiFi-GAN: Generative adversarial networks for efficient and high fidelity speech synthesis. Advances in Neural Information Processing Systems 33 (NeurIPS). arXiv preprint arXiv:2010.05646. https://arxiv.org/abs/2010.05646"
9,15,"Kim, J., Kong, J., & Son, J",2021,Conditional variational autoencoder with adversarial learning for end-to-end text-to-speech,"Proceedings of the 38th International Conference on Machine Learning (ICML), PMLR 139",5530-5540,,https://proceedings.mlr.press/v139/kim21f.html,4 August 2026,high,"Kim, J., Kong, J., & Son, J. (2021). Conditional variational autoencoder with adversarial learning for end-to-end text-to-speech. Proceedings of the 38th International Conference on Machine Learning (ICML), PMLR 139, 5530-5540. https://proceedings.mlr.press/v139/kim21f.html Accessed 4 August 2026."
9,16,"Wang, C., Chen, S., Wu, Y., Zhang, Z., Zhou, L., Liu, S., Chen, Z., Liu, Y., Wang, H., Li, J., He, L., Zhao, S., & Wei, F",2023,Neural codec language models are zero-shot text to speech synthesizers,arXiv preprint arXiv:2301.02111,,,https://arxiv.org/abs/2301.02111,,medium,"Wang, C., Chen, S., Wu, Y., Zhang, Z., Zhou, L., Liu, S., Chen, Z., Liu, Y., Wang, H., Li, J., He, L., Zhao, S., & Wei, F. (2023). Neural codec language models are zero-shot text to speech synthesizers. arXiv preprint arXiv:2301.02111. https://arxiv.org/abs/2301.02111"
9,17,"Popov, V., Vovk, I., Gogoryan, V., Sadekova, T., & Kudinov, M",2021,Grad-TTS: A diffusion probabilistic model for text-to-speech,"Proceedings of the 38th International Conference on Machine Learning (ICML), PMLR 139",8599-8608,,https://proceedings.mlr.press/v139/popov21a.html,4 August 2026,high,"Popov, V., Vovk, I., Gogoryan, V., Sadekova, T., & Kudinov, M. (2021). Grad-TTS: A diffusion probabilistic model for text-to-speech. Proceedings of the 38th International Conference on Machine Learning (ICML), PMLR 139, 8599-8608. https://proceedings.mlr.press/v139/popov21a.html Accessed 4 August 2026."
9,18,"Jurafsky, D., & Martin, J. H",2026,Text-to-speech,"In Speech and language processing (3rd ed., draft of 6 January 2026), chapter 16",,,https://web.stanford.edu/~jurafsky/slp3/16.pdf,4 August 2026,high,"Jurafsky, D., & Martin, J. H. (2026). Text-to-speech. In Speech and language processing (3rd ed., draft of 6 January 2026), chapter 16. https://web.stanford.edu/~jurafsky/slp3/16.pdf Accessed 4 August 2026."
9,19,"Toyin, H. O., Marew, R., Alblooshi, H., Magdy, S. M., & Aldarmaki, H",2025,ArVoice: A multi-speaker dataset for Arabic speech synthesis,Interspeech,4808-4812,10.21437/Interspeech.2025-1550,https://doi.org/10.21437/Interspeech.2025-1550,,high,"Toyin, H. O., Marew, R., Alblooshi, H., Magdy, S. M., & Aldarmaki, H. (2025). ArVoice: A multi-speaker dataset for Arabic speech synthesis. Interspeech, 4808-4812. https://doi.org/10.21437/Interspeech.2025-1550"
9,20,Awesome Arabic AI: a community-maintained list of Arabic artificial intelligence resources,2026,GitHub,,,,https://github.com/OmarSalah26/Awesome-Arabic-AI,11 August 2026,medium,Awesome Arabic AI: a community-maintained list of Arabic artificial intelligence resources. (2026). GitHub. https://github.com/OmarSalah26/Awesome-Arabic-AI Accessed 11 August 2026.
9,21,Google,2026,Speech generation: supported languages,Gemini API developer documentation,,,https://ai.google.dev/gemini-api/docs/speech-generation,11 August 2026,high,Google. (2026). Speech generation: supported languages. Gemini API developer documentation. https://ai.google.dev/gemini-api/docs/speech-generation Accessed 11 August 2026.
9,22,"Doan, K., Waheed, A., & Abdul-Mageed, M",2024,Towards zero-shot text-to-speech for Arabic dialects,Proceedings of the Second Arabic Natural Language Processing Conference (ArabicNLP),123-129,10.18653/v1/2024.arabicnlp-1.11,https://doi.org/10.18653/v1/2024.arabicnlp-1.11,,high,"Doan, K., Waheed, A., & Abdul-Mageed, M. (2024). Towards zero-shot text-to-speech for Arabic dialects. Proceedings of the Second Arabic Natural Language Processing Conference (ArabicNLP), 123-129. https://doi.org/10.18653/v1/2024.arabicnlp-1.11"
9,23,"Kulkarni, A., Kulkarni, A., Shatnawi, S., & Aldarmaki, H",2023,ClArTTS: An open-source Classical Arabic text-to-speech corpus,Interspeech,5511-5515,10.21437/Interspeech.2023-2224,https://doi.org/10.21437/Interspeech.2023-2224,,high,"Kulkarni, A., Kulkarni, A., Shatnawi, S., & Aldarmaki, H. (2023). ClArTTS: An open-source Classical Arabic text-to-speech corpus. Interspeech, 5511-5515. https://doi.org/10.21437/Interspeech.2023-2224"
9,24,"Alherran, F",2026,Tadabur: A large-scale Quran audio dataset,arXiv preprint arXiv:2604.18932,,,https://arxiv.org/abs/2604.18932,,medium,"Alherran, F. (2026). Tadabur: A large-scale Quran audio dataset. arXiv preprint arXiv:2604.18932. https://arxiv.org/abs/2604.18932"
9,25,"Khan, H. I., Abou Allaban, A., Moussa, M. M., & Abid, A",2021,The Tarteel dataset: Crowd-sourced and labeled Quranic recitation,35th Conference on Neural Information Processing Systems (NeurIPS),,,https://openreview.net/pdf?id=TAdzPkgnnV8,4 August 2026,high,"Khan, H. I., Abou Allaban, A., Moussa, M. M., & Abid, A. (2021). The Tarteel dataset: Crowd-sourced and labeled Quranic recitation. 35th Conference on Neural Information Processing Systems (NeurIPS). https://openreview.net/pdf?id=TAdzPkgnnV8 Accessed 4 August 2026."
9,26,International Telecommunication Union,1996,ITU-T Recommendation P.800: Methods for subjective determination of transmission quality,,,,https://www.itu.int/rec/T-REC-P.800-199608-I,4 August 2026,medium,International Telecommunication Union. (1996). ITU-T Recommendation P.800: Methods for subjective determination of transmission quality. https://www.itu.int/rec/T-REC-P.800-199608-I Accessed 4 August 2026.
9,27,International Telecommunication Union,2015,ITU-R Recommendation BS.1534-3: Method for the subjective assessment of intermediate quality level of audio systems,,,,https://www.itu.int/rec/R-REC-BS.1534-3-201510-I,4 August 2026,medium,International Telecommunication Union. (2015). ITU-R Recommendation BS.1534-3: Method for the subjective assessment of intermediate quality level of audio systems. https://www.itu.int/rec/R-REC-BS.1534-3-201510-I Accessed 4 August 2026.
9,28,"Nusbaum, H. C., & Pisoni, D. B",1985,Constraints on the perception of synthetic speech generated by rule,"Behavior Research Methods, Instruments, & Computers, 17(2)",235-242,10.3758/BF03214389,https://doi.org/10.3758/BF03214389,,high,"Nusbaum, H. C., & Pisoni, D. B. (1985). Constraints on the perception of synthetic speech generated by rule. Behavior Research Methods, Instruments, & Computers, 17(2), 235-242. https://doi.org/10.3758/BF03214389"
9,29,"Schwab, E. C., Nusbaum, H. C., & Pisoni, D. B",1985,Some effects of training on the perception of synthetic speech,"Human Factors, 27(4)",395-408,10.1177/001872088502700404,https://doi.org/10.1177/001872088502700404,,high,"Schwab, E. C., Nusbaum, H. C., & Pisoni, D. B. (1985). Some effects of training on the perception of synthetic speech. Human Factors, 27(4), 395-408. https://doi.org/10.1177/001872088502700404"
9,30,"Abuali, B., & Kurdy, M.-B",2022,Full diacritization of the Arabic text to improve screen readers for the visually impaired,"Advances in Human-Computer Interaction, 2022, 1186678",,10.1155/2022/1186678,https://doi.org/10.1155/2022/1186678,,high,"Abuali, B., & Kurdy, M.-B. (2022). Full diacritization of the Arabic text to improve screen readers for the visually impaired. Advances in Human-Computer Interaction, 2022, 1186678. https://doi.org/10.1155/2022/1186678"
9,31,International Telecommunication Union,2021,ITU-T Recommendation P.808: Subjective evaluation of speech quality with a crowdsourcing approach,,,,https://www.itu.int/rec/T-REC-P.808-202106-I,5 August 2026,medium,International Telecommunication Union. (2021). ITU-T Recommendation P.808: Subjective evaluation of speech quality with a crowdsourcing approach. https://www.itu.int/rec/T-REC-P.808-202106-I Accessed 5 August 2026.
9,32,"Almosallam, I., Alkhalifa, A., Alghamdi, M., Alkanhal, M., & Alkhairy, A",2013,SASSC: A standard Arabic single speaker corpus,8th ISCA Workshop on Speech Synthesis (SSW),249-253,,https://www.isca-archive.org/ssw_2013/almosallam13_ssw.html,4 August 2026,high,"Almosallam, I., Alkhalifa, A., Alghamdi, M., Alkanhal, M., & Alkhairy, A. (2013). SASSC: A standard Arabic single speaker corpus. 8th ISCA Workshop on Speech Synthesis (SSW), 249-253. https://www.isca-archive.org/ssw_2013/almosallam13_ssw.html Accessed 4 August 2026."
9,33,"Amrouche, A., Abed, A., Ferrat, K., Boubakeur, K. N., Bentrcia, Y., & Falek, L",2021,Balanced Arabic corpus design for speech synthesis,"International Journal of Speech Technology, 24(3)",747-759,10.1007/s10772-021-09846-8,https://doi.org/10.1007/s10772-021-09846-8,,high,"Amrouche, A., Abed, A., Ferrat, K., Boubakeur, K. N., Bentrcia, Y., & Falek, L. (2021). Balanced Arabic corpus design for speech synthesis. International Journal of Speech Technology, 24(3), 747-759. https://doi.org/10.1007/s10772-021-09846-8"
9,34,"Hayashi, T., Yamamoto, R., Inoue, K., Yoshimura, T., Watanabe, S., Toda, T., Takeda, K., Zhang, Y., & Tan, X",2020,"ESPnet-TTS: Unified, reproducible, and integratable open source end-to-end text-to-speech toolkit","IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",7654-7658,10.1109/ICASSP40776.2020.9053512,https://doi.org/10.1109/ICASSP40776.2020.9053512,,high,"Hayashi, T., Yamamoto, R., Inoue, K., Yoshimura, T., Watanabe, S., Toda, T., Takeda, K., Zhang, Y., & Tan, X. (2020). ESPnet-TTS: Unified, reproducible, and integratable open source end-to-end text-to-speech toolkit. IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), 7654-7658. https://doi.org/10.1109/ICASSP40776.2020.9053512"
9,35,"Watanabe, S., Hori, T., Karita, S., Hayashi, T., Nishitoba, J., Unno, Y., Yalta Soplin, N. E., Heymann, J., Wiesner, M., Chen, N., Renduchintala, A., & Ochiai, T",2018,ESPnet: End-to-end speech processing toolkit,Interspeech,2207-2211,10.21437/Interspeech.2018-1456,https://doi.org/10.21437/Interspeech.2018-1456,,high,"Watanabe, S., Hori, T., Karita, S., Hayashi, T., Nishitoba, J., Unno, Y., Yalta Soplin, N. E., Heymann, J., Wiesner, M., Chen, N., Renduchintala, A., & Ochiai, T. (2018). ESPnet: End-to-end speech processing toolkit. Interspeech, 2207-2211. https://doi.org/10.21437/Interspeech.2018-1456"
9,36,"Obeid, O., Zalmout, N., Khalifa, S., Taji, D., Oudah, M., Alhafni, B., Inoue, G., Eryani, F., Erdmann, A., & Habash, N",2020,CAMeL Tools: An open source Python toolkit for Arabic natural language processing,Proceedings of the Twelfth Language Resources and Evaluation Conference (LREC),7022-7032,,https://aclanthology.org/2020.lrec-1.868/,5 August 2026,high,"Obeid, O., Zalmout, N., Khalifa, S., Taji, D., Oudah, M., Alhafni, B., Inoue, G., Eryani, F., Erdmann, A., & Habash, N. (2020). CAMeL Tools: An open source Python toolkit for Arabic natural language processing. Proceedings of the Twelfth Language Resources and Evaluation Conference (LREC), 7022-7032. https://aclanthology.org/2020.lrec-1.868/ Accessed 5 August 2026."
9,37,"Abdelali, A., Darwish, K., Durrani, N., & Mubarak, H",2016,Farasa: A fast and furious segmenter for Arabic,Proceedings of the 2016 Conference of the North American Chapter of the Association for Computational Linguistics: Demonstrations,11-16,10.18653/v1/N16-3003,https://doi.org/10.18653/v1/N16-3003,,high,"Abdelali, A., Darwish, K., Durrani, N., & Mubarak, H. (2016). Farasa: A fast and furious segmenter for Arabic. Proceedings of the 2016 Conference of the North American Chapter of the Association for Computational Linguistics: Demonstrations, 11-16. https://doi.org/10.18653/v1/N16-3003"
9,38,"Bernard, M., & Titeux, H",2021,Phonemizer: Text to phones transcription for multiple languages in Python,"Journal of Open Source Software, 6(68), 3958",,10.21105/joss.03958,https://doi.org/10.21105/joss.03958,,high,"Bernard, M., & Titeux, H. (2021). Phonemizer: Text to phones transcription for multiple languages in Python. Journal of Open Source Software, 6(68), 3958. https://doi.org/10.21105/joss.03958"
9,39,"Kuchaiev, O., Li, J., Nguyen, H., Hrinchuk, O., Leary, R., Ginsburg, B., Kriman, S., Beliaev, S., Lavrukhin, V., Cook, J., Castonguay, P., Popova, M., Huang, J., & Cohen, J. M",2019,NeMo: A toolkit for building AI applications using neural modules,arXiv preprint arXiv:1909.09577,,,https://arxiv.org/abs/1909.09577,,medium,"Kuchaiev, O., Li, J., Nguyen, H., Hrinchuk, O., Leary, R., Ginsburg, B., Kriman, S., Beliaev, S., Lavrukhin, V., Cook, J., Castonguay, P., Popova, M., Huang, J., & Cohen, J. M. (2019). NeMo: A toolkit for building AI applications using neural modules. arXiv preprint arXiv:1909.09577. https://arxiv.org/abs/1909.09577"
9,40,"Schoeffler, M., Bartoschek, S., Stöter, F.-R., Roess, M., Westphal, S., Edler, B., & Herre, J",2018,webMUSHRA: A comprehensive framework for web-based listening tests,"Journal of Open Research Software, 6(1), 8",,10.5334/jors.187,https://doi.org/10.5334/jors.187,,high,"Schoeffler, M., Bartoschek, S., Stöter, F.-R., Roess, M., Westphal, S., Edler, B., & Herre, J. (2018). webMUSHRA: A comprehensive framework for web-based listening tests. Journal of Open Research Software, 6(1), 8. https://doi.org/10.5334/jors.187"
9,41,"Wolf, T., Debut, L., Sanh, V., Chaumond, J., Delangue, C., Moi, A., Cistac, P., Rault, T., Louf, R., Funtowicz, M., Davison, J., Shleifer, S., von Platen, P., Ma, C., Jernite, Y., Plu, J., Xu, C., Le Scao, T., Gugger, S., Drame, M., Lhoest, Q., & Rush, A. M",2020,Transformers: State-of-the-art natural language processing,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations,38-45,10.18653/v1/2020.emnlp-demos.6,https://doi.org/10.18653/v1/2020.emnlp-demos.6,,high,"Wolf, T., Debut, L., Sanh, V., Chaumond, J., Delangue, C., Moi, A., Cistac, P., Rault, T., Louf, R., Funtowicz, M., Davison, J., Shleifer, S., von Platen, P., Ma, C., Jernite, Y., Plu, J., Xu, C., Le Scao, T., Gugger, S., Drame, M., Lhoest, Q., & Rush, A. M. (2020). Transformers: State-of-the-art natural language processing. Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing: System Demonstrations, 38-45. https://doi.org/10.18653/v1/2020.emnlp-demos.6"
